index,angle,houghAngle,houghConfidence,projectionAngle,projectionConfidence,freqHoughAngle,freqHoughConfidence,bestFirstAngle,bestFirstConfidence,unanimousAngle,unanimousConfidence,weightedAngle,weightedConfidence
3,-1.50,-1.50,0.90,-1.50,0.58,-1.40,0.01,-1.50,0.90,-1.47,0.96,-1.50,1.00
3,-1.40,-1.40,1.00,-1.40,0.58,-1.40,0.01,-1.40,1.00,-1.40,1.00,-1.40,1.00
3,-1.30,-1.30,1.00,-1.30,0.58,-1.40,0.01,-1.30,1.00,-1.33,0.96,-1.30,1.00
3,-1.20,-1.20,0.91,-1.20,0.58,0.60,0.01,-1.20,0.91,-0.60,0.20,-1.19,0.97
3,-1.10,-1.10,1.00,-1.10,0.58,0.80,0.01,-1.10,1.00,-0.47,0.16,-1.09,0.96
3,-1.00,-1.00,1.00,-1.00,0.58,-0.80,0.01,-1.00,1.00,-0.93,0.91,-1.00,1.00
3,-0.90,-0.90,0.89,-0.90,0.59,-0.80,0.01,-0.90,0.89,-0.87,0.96,-0.90,1.00
3,-0.80,-0.80,1.00,-0.80,0.58,-1.00,0.01,-0.80,1.00,-0.87,0.91,-0.80,1.00
3,-0.70,-0.70,1.00,-0.70,0.58,-0.90,0.01,-0.70,1.00,-0.77,0.91,-0.70,1.00
3,-0.60,-0.60,1.00,-0.60,0.58,-0.80,0.01,-0.60,1.00,-0.67,0.91,-0.60,1.00
3,-0.50,-0.50,1.00,-0.50,0.58,-0.50,0.01,-0.50,1.00,-0.50,1.00,-0.50,1.00
3,-0.40,-0.40,1.00,-0.40,0.58,-0.20,0.01,-0.40,1.00,-0.33,0.91,-0.40,1.00
3,-0.30,-0.30,1.00,-0.30,0.58,-0.50,0.01,-0.30,1.00,-0.37,0.91,-0.30,1.00
3,-0.20,-0.20,1.00,-0.20,0.59,0.70,0.01,-0.20,1.00,0.10,0.60,-0.19,0.98
3,-0.10,-0.10,1.00,-0.10,0.58,0.10,0.01,-0.10,1.00,-0.03,0.91,-0.10,1.00
3,-0.00,0.00,1.00,-0.10,0.57,0.00,0.01,0.00,1.00,-0.03,0.96,-0.04,0.93
3,0.10,0.10,1.00,0.10,0.58,0.10,0.01,0.10,1.00,0.10,1.00,0.10,1.00
3,0.20,0.20,1.00,0.20,0.59,-0.10,0.01,0.20,1.00,0.10,0.87,0.20,0.99
3,0.30,0.30,1.00,0.30,0.58,3.20,0.01,0.30,1.00,1.27,-0.29,0.32,0.93
3,0.40,0.40,1.00,0.40,0.58,-1.40,0.01,0.40,1.00,-0.20,0.20,0.39,0.96
3,0.50,0.50,1.00,0.50,0.58,0.50,0.01,0.50,1.00,0.50,1.00,0.50,1.00
3,0.60,0.60,1.00,0.60,0.58,0.20,0.01,0.60,1.00,0.47,0.82,0.60,0.99
3,0.70,0.70,1.00,0.70,0.58,0.10,0.01,0.70,1.00,0.50,0.73,0.70,0.99
3,0.80,0.80,1.00,0.80,0.58,-0.10,0.01,0.80,1.00,0.50,0.60,0.79,0.98
3,0.90,0.90,1.00,0.90,0.58,1.00,0.01,0.90,1.00,0.93,0.96,0.90,1.00
3,1.00,1.00,1.00,1.00,0.58,1.50,0.02,1.00,1.00,1.17,0.78,1.00,0.99
3,1.10,1.10,1.00,1.10,0.58,0.70,0.01,1.10,1.00,0.97,0.82,1.10,0.99
3,1.20,1.20,1.00,1.20,0.58,1.10,0.01,1.20,1.00,1.17,0.96,1.20,1.00
3,1.30,1.30,1.00,1.30,0.58,1.00,0.01,1.30,1.00,1.20,0.87,1.30,0.99
3,1.40,1.40,1.00,1.40,0.58,1.40,0.01,1.40,1.00,1.40,1.00,1.40,1.00
3,1.50,1.50,1.00,1.50,0.59,1.10,0.01,1.50,1.00,1.37,0.82,1.50,0.99
3,1.60,1.60,1.00,1.60,0.58,2.30,0.01,1.60,1.00,1.83,0.69,1.61,0.98
3,1.70,1.70,1.00,1.70,0.58,0.90,0.01,1.70,1.00,1.43,0.64,1.70,0.99
3,1.80,1.80,1.00,1.80,0.58,1.40,0.01,1.80,1.00,1.67,0.82,1.80,0.99
3,1.90,1.90,1.00,1.90,0.58,2.10,0.01,1.90,1.00,1.97,0.91,1.90,1.00
3,2.00,2.00,1.00,2.00,0.58,1.50,0.01,2.00,1.00,1.83,0.78,2.00,0.99
3,2.10,2.10,1.00,2.10,0.58,1.80,0.01,2.10,1.00,2.00,0.87,2.10,0.99
3,2.20,2.20,1.00,2.20,0.58,1.90,0.02,2.20,1.00,2.10,0.87,2.20,0.99
3,2.30,2.30,1.00,2.30,0.58,3.10,0.01,2.30,1.00,2.57,0.64,2.31,0.98
3,2.40,2.40,1.00,2.40,0.58,-0.90,0.01,2.40,1.00,1.30,-0.47,2.38,0.94
3,2.50,2.50,1.00,2.50,0.58,0.90,0.01,2.50,1.00,1.97,0.29,2.49,0.97
3,2.60,2.60,1.00,2.60,0.58,1.90,0.01,2.60,1.00,2.37,0.69,2.60,0.99
3,2.70,2.70,1.00,2.70,0.58,2.30,0.01,2.70,1.00,2.57,0.82,2.70,0.99
3,2.80,2.80,1.00,2.80,0.58,2.30,0.01,2.80,1.00,2.63,0.78,2.80,0.99
3,2.90,2.90,1.00,2.90,0.58,2.60,0.01,2.90,1.00,2.80,0.87,2.90,0.99
3,3.00,3.00,0.90,3.00,0.58,2.70,0.02,3.00,0.90,2.90,0.87,3.00,0.99
3,3.10,3.10,1.00,3.10,0.58,3.00,0.01,3.10,1.00,3.07,0.96,3.10,1.00
3,3.20,3.20,1.00,3.20,0.58,3.00,0.01,3.20,1.00,3.13,0.91,3.20,1.00
3,3.30,3.30,1.00,3.30,0.58,3.20,0.02,3.30,1.00,3.27,0.96,3.30,1.00
3,3.40,3.40,1.00,3.40,0.58,3.20,0.02,3.40,1.00,3.33,0.91,3.40,0.99
3,3.50,3.50,1.00,3.50,0.58,3.80,0.02,3.50,1.00,3.60,0.87,3.50,0.99
3,3.60,3.60,1.00,3.60,0.58,3.40,0.01,3.60,1.00,3.53,0.91,3.60,0.99
3,3.70,3.70,1.00,3.70,0.58,3.60,0.01,3.70,1.00,3.67,0.96,3.70,1.00
3,3.80,3.80,1.00,3.80,0.58,3.50,0.01,3.80,1.00,3.70,0.87,3.80,0.99
3,3.90,3.90,1.00,3.90,0.58,3.60,0.01,3.90,1.00,3.80,0.87,3.90,0.99
3,4.00,4.00,1.00,4.00,0.58,4.00,0.01,4.00,1.00,4.00,1.00,4.00,1.00
3,4.10,4.10,0.90,4.10,0.58,3.60,0.01,4.10,0.90,3.93,0.78,4.10,0.99
3,4.20,4.20,1.00,4.20,0.58,3.80,0.02,4.20,1.00,4.07,0.82,4.20,0.99
3,4.30,4.30,1.00,4.30,0.58,3.50,0.01,4.30,1.00,4.03,0.64,4.30,0.99
3,4.40,4.40,1.00,4.40,0.58,4.10,0.02,4.40,1.00,4.30,0.87,4.40,0.99
3,4.50,4.50,1.00,4.50,0.58,4.30,0.02,4.50,1.00,4.43,0.91,4.50,0.99
3,4.60,4.60,1.00,4.60,0.58,4.60,0.02,4.60,1.00,4.60,1.00,4.60,1.00
3,4.70,4.70,1.00,4.70,0.58,4.20,0.02,4.70,1.00,4.53,0.78,4.69,0.98
3,4.80,4.80,1.00,4.80,0.59,4.90,0.01,4.80,1.00,4.83,0.96,4.80,1.00
3,4.90,4.90,1.00,4.90,0.59,4.20,0.01,4.90,1.00,4.67,0.69,4.89,0.98
3,5.00,5.00,1.00,5.00,0.60,4.70,0.01,5.00,1.00,4.90,0.87,5.00,0.99
4,-5.00,-4.90,1.00,-5.00,0.53,-4.90,0.55,-4.90,1.00,-4.93,0.96,-4.93,0.92
4,-4.90,-4.90,0.55,-5.00,0.53,-4.90,0.54,-4.90,0.55,-4.93,0.96,-4.93,0.93
4,-4.80,-4.90,0.36,-5.00,0.53,-4.70,0.37,-5.00,0.53,-4.87,0.89,-4.88,0.86
4,-4.70,-4.80,0.35,-4.90,0.53,-4.70,0.34,-4.90,0.53,-4.80,0.93,-4.82,0.91
4,-4.60,-4.80,0.22,-4.70,0.53,-4.60,0.36,-4.70,0.53,-4.70,0.93,-4.69,0.94
4,-4.50,-4.60,0.22,-4.50,0.53,-4.40,0.37,-4.50,0.53,-4.50,0.93,-4.49,0.94
4,-4.40,-4.60,0.35,-4.60,0.53,-4.40,0.37,-4.60,0.53,-4.53,0.91,-4.54,0.90
4,-4.30,-4.30,0.26,-4.30,0.53,-4.20,0.35,-4.30,0.53,-4.27,0.96,-4.27,0.95
4,-4.20,-4.20,0.29,-4.20,0.53,-4.10,0.22,-4.20,0.53,-4.17,0.96,-4.18,0.97
4,-4.10,-4.20,0.26,-4.20,0.53,-4.10,0.38,-4.20,0.53,-4.17,0.96,-4.17,0.95
4,-4.00,-4.10,0.22,-4.10,0.53,-3.90,0.35,-4.10,0.53,-4.03,0.91,-4.04,0.90
4,-3.90,-3.90,0.22,-4.10,0.53,-3.80,0.37,-4.10,0.53,-3.93,0.89,-3.96,0.85
4,-3.80,-3.90,0.36,-4.00,0.53,-3.80,0.37,-4.00,0.53,-3.90,0.93,-3.91,0.91
4,-3.70,-3.80,0.27,-3.80,0.53,-3.60,0.37,-3.80,0.53,-3.73,0.91,-3.74,0.90
4,-3.60,-3.70,0.26,-3.70,0.53,-3.60,0.36,-3.70,0.53,-3.67,0.96,-3.67,0.95
4,-3.50,-3.60,0.28,-3.50,0.52,-3.50,0.35,-3.50,0.52,-3.53,0.96,-3.52,0.96
4,-3.40,-3.60,0.36,-3.50,0.53,-3.30,0.38,-3.50,0.53,-3.47,0.89,-3.47,0.87
4,-3.30,-3.40,0.26,-3.40,0.53,-3.30,0.35,-3.40,0.53,-3.37,0.96,-3.37,0.95
4,-3.20,-3.20,0.27,-3.30,0.53,-3.20,0.36,-3.30,0.53,-3.23,0.96,-3.25,0.94
4,-3.10,-3.20,0.35,-3.20,0.53,-3.00,0.37,-3.20,0.53,-3.13,0.91,-3.14,0.89
4,-3.00,-3.10,0.22,-3.20,0.53,-3.00,0.36,-3.20,0.53,-3.10,0.93,-3.11,0.91
4,-2.90,-3.00,0.35,-3.00,0.53,-2.90,0.37,-3.00,0.53,-2.97,0.96,-2.97,0.95
4,-2.80,-2.90,0.27,-2.90,0.53,-2.70,0.37,-2.90,0.53,-2.83,0.91,-2.84,0.90
4,-2.70,-2.90,0.22,-2.90,0.53,-2.70,0.37,-2.90,0.53,-2.83,0.91,-2.83,0.90
4,-2.60,-2.80,0.29,-2.50,0.52,-2.60,0.37,-2.50,0.52,-2.63,0.89,-2.60,0.89
4,-2.50,-2.50,0.27,-2.60,0.53,-2.40,0.36,-2.60,0.53,-2.50,0.93,-2.51,0.91
4,-2.40,-2.50,0.27,-2.60,0.52,-2.40,0.38,-2.60,0.52,-2.50,0.93,-2.51,0.91
4,-2.30,-2.40,0.28,-2.60,0.52,-2.30,0.38,-2.60,0.52,-2.43,0.89,-2.46,0.85
4,-2.20,-2.40,0.27,-2.10,0.53,-2.10,0.36,-2.10,0.53,-2.20,0.87,-2.17,0.88
4,-2.10,-2.30,0.22,-2.10,0.53,-2.10,0.37,-2.10,0.53,-2.17,0.91,-2.14,0.93
4,-2.00,-2.00,0.22,-2.30,0.52,-2.00,0.38,-2.30,0.52,-2.10,0.87,-2.14,0.83
4,-1.90,-1.90,0.28,-1.90,0.53,-1.80,0.36,-1.90,0.53,-1.87,0.96,-1.87,0.95
4,-1.80,-1.90,0.36,-1.80,0.53,-1.80,0.37,-1.80,0.53,-1.83,0.96,-1.83,0.95
4,-1.70,-1.90,0.27,-1.80,0.53,-1.70,0.37,-1.80,0.53,-1.80,0.93,-1.79,0.93
4,-1.60,-1.80,0.14,-1.60,0.52,-1.50,0.37,-1.60,0.52,-1.63,0.89,-1.59,0.93
4,-1.50,-1.50,0.36,-1.60,0.53,-1.40,0.37,-1.60,0.53,-1.50,0.93,-1.51,0.91
4,-1.40,-1.50,0.28,-1.50,0.52,-1.40,0.37,-1.50,0.52,-1.47,0.96,-1.47,0.95
4,-1.30,-1.40,0.36,-1.50,0.53,-1.20,0.37,-1.50,0.53,-1.37,0.89,-1.38,0.86
4,-1.20,-1.40,0.28,-1.20,0.52,-1.10,0.37,-1.20,0.52,-1.23,0.89,-1.22,0.90
4,-1.10,-1.10,0.22,-1.20,0.53,-1.10,0.36,-1.20,0.53,-1.13,0.96,-1.15,0.94
4,-1.00,-1.00,0.27,-1.20,0.52,-0.90,0.37,-1.20,0.52,-1.03,0.89,-1.06,0.85
4,-0.90,-1.00,0.37,-0.90,0.53,-0.80,0.54,-0.80,0.54,-0.90,0.93,-0.89,0.90
4,-0.80,-1.00,0.36,-0.90,0.53,-0.80,0.36,-0.90,0.53,-0.90,0.93,-0.90,0.93
4,-0.70,-0.90,0.21,-0.80,0.53,-0.70,0.28,-0.80,0.53,-0.80,0.93,-0.79,0.95
4,-0.60,-0.60,0.27,-0.70,0.53,-0.50,0.54,-0.50,0.54,-0.60,0.93,-0.60,0.89
4,-0.50,-0.60,0.37,-0.60,0.53,-0.50,0.36,-0.60,0.53,-0.57,0.96,-0.57,0.95
4,-0.40,-0.50,0.22,-0.50,0.53,-0.40,0.36,-0.50,0.53,-0.47,0.96,-0.47,0.95
4,-0.30,-0.30,0.28,-0.50,0.53,-0.20,0.14,-0.50,0.53,-0.33,0.89,-0.40,0.89
4,-0.20,-0.20,0.36,-0.50,0.52,0.00,0.12,-0.50,0.52,-0.23,0.82,-0.33,0.82
4,-0.10,-0.20,0.36,0.00,0.53,-0.10,0.27,0.00,0.53,-0.10,0.93,-0.09,0.91
4,-0.00,0.00,0.28,-0.20,0.53,0.00,1.00,0.00,1.00,-0.07,0.91,-0.06,0.85
4,0.10,0.00,0.36,0.00,0.54,0.10,0.27,0.00,0.54,0.03,0.96,0.02,0.96
4,0.20,0.10,0.21,0.10,0.52,0.20,0.27,0.10,0.52,0.13,0.96,0.13,0.96
4,0.30,0.20,0.27,0.10,0.52,0.20,0.51,0.10,0.52,0.17,0.96,0.16,0.94
4,0.40,0.40,0.22,0.00,0.53,0.40,0.36,0.00,0.53,0.27,0.82,0.21,0.78
4,0.50,0.40,0.36,0.00,0.53,0.50,0.52,0.00,0.53,0.30,0.80,0.29,0.70
4,0.60,0.50,0.37,0.40,0.53,0.50,0.54,0.50,0.54,0.47,0.96,0.46,0.93
4,0.70,0.50,0.28,0.40,0.52,0.70,0.28,0.40,0.52,0.53,0.89,0.50,0.89
4,0.80,0.80,0.28,0.80,0.53,0.80,0.36,0.80,0.53,0.80,1.00,0.80,1.00
4,0.90,0.80,0.36,0.90,0.52,0.80,0.37,0.90,0.52,0.83,0.96,0.84,0.94
4,1.00,0.80,0.37,0.80,0.52,0.90,0.37,0.80,0.52,0.83,0.96,0.83,0.95
4,1.10,1.10,0.26,0.90,0.53,1.10,0.38,0.90,0.53,1.03,0.91,1.01,0.88
4,1.20,1.20,0.35,1.10,0.53,1.10,0.36,1.10,0.53,1.13,0.96,1.13,0.95
4,1.30,1.20,0.37,1.10,0.53,1.20,0.51,1.10,0.53,1.17,0.96,1.16,0.93
4,1.40,1.20,0.22,1.40,0.52,1.40,0.38,1.40,0.52,1.33,0.91,1.36,0.93
4,1.50,1.50,0.36,1.50,0.52,1.40,0.27,1.50,0.52,1.47,0.96,1.48,0.96
4,1.60,1.60,0.27,1.50,0.53,1.50,0.36,1.50,0.53,1.53,0.96,1.52,0.96
4,1.70,1.60,0.36,1.70,0.53,1.70,0.36,1.70,0.53,1.67,0.96,1.67,0.95
4,1.80,1.60,0.28,1.70,0.53,1.80,0.36,1.70,0.53,1.70,0.93,1.71,0.93
4,1.90,1.90,0.36,1.80,0.53,1.80,0.38,1.80,0.53,1.83,0.96,1.83,0.95
4,2.00,1.90,0.52,1.80,0.53,2.00,0.27,1.80,0.53,1.90,0.93,1.88,0.91
4,2.10,2.00,0.36,2.00,0.53,2.10,0.51,2.00,0.53,2.03,0.96,2.04,0.94
4,2.20,2.00,0.27,2.10,0.53,2.10,0.38,2.10,0.53,2.07,0.96,2.08,0.96
4,2.30,2.30,0.27,2.10,0.53,2.30,0.37,2.10,0.53,2.23,0.91,2.21,0.88
4,2.40,2.40,0.27,2.20,0.52,2.40,0.37,2.20,0.52,2.33,0.91,2.31,0.88
4,2.50,2.40,0.37,2.50,0.52,2.40,0.37,2.50,0.52,2.43,0.96,2.44,0.94
4,2.60,2.40,0.19,2.40,0.53,2.60,0.38,2.40,0.53,2.47,0.91,2.47,0.90
4,2.70,2.70,0.27,2.50,0.52,2.70,0.38,2.50,0.52,2.63,0.91,2.61,0.88
4,2.80,2.70,0.36,2.80,0.52,2.70,0.36,2.80,0.52,2.73,0.96,2.74,0.94
4,2.90,2.80,0.37,2.90,0.53,2.90,0.38,2.90,0.53,2.87,0.96,2.87,0.95
4,3.00,3.00,0.22,2.80,0.52,3.00,0.37,2.80,0.52,2.93,0.91,2.91,0.89
4,3.10,3.10,0.27,3.00,0.52,3.00,0.35,3.00,0.52,3.03,0.96,3.02,0.96
4,3.20,3.10,0.36,3.00,0.53,3.20,0.37,3.00,0.53,3.10,0.93,3.09,0.91
4,3.30,3.20,0.37,3.20,0.53,3.30,0.36,3.20,0.53,3.23,0.96,3.23,0.95
4,3.40,3.40,0.29,3.30,0.52,3.30,0.38,3.30,0.52,3.33,0.96,3.32,0.96
4,3.50,3.50,0.35,3.30,0.52,3.50,0.37,3.30,0.52,3.43,0.91,3.42,0.88
4,3.60,3.50,0.36,3.60,0.53,3.60,0.51,3.60,0.53,3.57,0.96,3.57,0.95
4,3.70,3.60,0.36,3.70,0.52,3.60,0.38,3.70,0.52,3.63,0.96,3.64,0.94
4,3.80,3.60,0.36,3.60,0.53,3.80,0.37,3.60,0.53,3.67,0.91,3.66,0.90
4,3.90,3.90,0.36,3.70,0.52,3.80,0.37,3.70,0.52,3.80,0.93,3.79,0.91
4,4.00,3.90,0.35,3.90,0.53,3.90,0.37,3.90,0.53,3.90,1.00,3.90,1.00
4,4.10,4.00,0.37,4.00,0.53,4.10,0.38,4.00,0.53,4.03,0.96,4.03,0.95
4,4.20,4.30,0.27,4.10,0.53,4.10,0.36,4.10,0.53,4.17,0.91,4.15,0.92
4,4.30,4.30,0.27,4.10,0.53,4.20,0.36,4.10,0.53,4.20,0.93,4.18,0.92
4,4.40,4.40,0.35,4.30,0.53,4.40,0.38,4.30,0.53,4.37,0.96,4.36,0.94
4,4.50,4.40,0.36,4.40,0.53,4.40,0.36,4.40,0.53,4.40,1.00,4.40,1.00
4,4.60,4.40,0.22,4.50,0.53,4.60,0.37,4.50,0.53,4.50,0.93,4.51,0.94
4,4.70,4.70,0.22,4.60,0.53,4.70,0.37,4.60,0.53,4.67,0.96,4.65,0.94
4,4.80,4.80,0.27,4.70,0.53,4.70,0.36,4.70,0.53,4.73,0.96,4.72,0.96
4,4.90,4.80,0.36,4.80,0.53,4.90,0.36,4.80,0.53,4.83,0.96,4.83,0.95
4,5.00,4.80,0.36,5.00,0.53,5.00,0.51,5.00,0.53,4.93,0.91,4.95,0.89
5,-5.00,-4.90,0.47,-4.90,0.55,-4.90,0.36,-4.90,0.55,-4.90,1.00,-4.90,1.00
5,-4.90,-4.80,0.45,-4.80,0.55,-4.80,0.27,-4.80,0.55,-4.80,1.00,-4.80,1.00
5,-4.80,-4.70,0.56,-4.70,0.55,-4.80,0.27,-4.70,0.56,-4.73,0.96,-4.72,0.96
5,-4.70,-4.60,0.52,-4.60,0.55,-4.60,0.27,-4.60,0.55,-4.60,1.00,-4.60,1.00
5,-4.60,-4.50,0.51,-4.50,0.54,-4.60,0.22,-4.50,0.54,-4.53,0.96,-4.52,0.96
5,-4.50,-4.40,0.38,-4.40,0.55,-4.40,0.27,-4.40,0.55,-4.40,1.00,-4.40,1.00
5,-4.40,-4.30,0.34,-4.30,0.54,-4.40,0.22,-4.30,0.54,-4.33,0.96,-4.32,0.96
5,-4.30,-4.20,0.45,-4.20,0.54,-4.20,0.22,-4.20,0.54,-4.20,1.00,-4.20,1.00
5,-4.20,-4.10,0.38,-4.10,0.54,-4.10,0.22,-4.10,0.54,-4.10,1.00,-4.10,1.00
5,-4.10,-4.00,0.37,-4.00,0.54,-4.10,0.35,-4.00,0.54,-4.03,0.96,-4.03,0.95
5,-4.00,-3.90,0.41,-3.90,0.54,-3.90,0.26,-3.90,0.54,-3.90,1.00,-3.90,1.00
5,-3.90,-3.80,0.40,-3.80,0.54,-3.90,0.27,-3.80,0.54,-3.83,0.96,-3.82,0.96
5,-3.80,-3.80,0.27,-3.70,0.54,-3.70,0.27,-3.70,0.54,-3.73,0.96,-3.73,0.96
5,-3.70,-3.60,0.43,-3.60,0.54,-3.60,0.27,-3.60,0.54,-3.60,1.00,-3.60,1.00
5,-3.60,-3.50,0.45,-3.50,0.54,-3.60,0.23,-3.50,0.54,-3.53,0.96,-3.52,0.96
5,-3.50,-3.40,0.58,-3.40,0.54,-3.40,0.27,-3.40,0.58,-3.40,1.00,-3.40,1.00
5,-3.40,-3.30,0.47,-3.30,0.54,-3.40,0.22,-3.30,0.54,-3.33,0.96,-3.32,0.96
5,-3.30,-3.20,0.43,-3.20,0.54,-3.20,0.28,-3.20,0.54,-3.20,1.00,-3.20,1.00
5,-3.20,-3.10,0.39,-3.10,0.54,-3.20,0.19,-3.10,0.54,-3.13,0.96,-3.12,0.97
5,-3.10,-3.10,0.20,-3.00,0.54,-3.10,0.35,-3.00,0.54,-3.07,0.96,-3.05,0.95
5,-3.00,-2.90,0.44,-2.90,0.54,-2.90,0.27,-2.90,0.54,-2.90,1.00,-2.90,1.00
5,-2.90,-2.80,0.46,-2.80,0.54,-2.90,0.27,-2.80,0.54,-2.83,0.96,-2.82,0.96
5,-2.80,-2.70,0.38,-2.70,0.54,-2.70,0.22,-2.70,0.54,-2.70,1.00,-2.70,1.00
5,-2.70,-2.60,0.53,-2.60,0.54,-2.60,0.22,-2.60,0.54,-2.60,1.00,-2.60,1.00
5,-2.60,-2.50,0.46,-2.50,0.54,-2.60,0.35,-2.50,0.54,-2.53,0.96,-2.53,0.95
5,-2.50,-2.40,0.43,-2.40,0.54,-2.40,0.22,-2.40,0.54,-2.40,1.00,-2.40,1.00
5,-2.40,-2.40,0.19,-2.30,0.54,-2.40,0.22,-2.30,0.54,-2.37,0.96,-2.34,0.95
5,-2.30,-2.20,0.47,-2.20,0.54,-2.20,0.19,-2.20,0.54,-2.20,1.00,-2.20,1.00
5,-2.20,-2.10,0.54,-2.10,0.54,-2.10,0.18,-2.10,0.54,-2.10,1.00,-2.10,1.00
5,-2.10,-2.00,0.42,-2.00,0.54,-2.10,0.35,-2.00,0.54,-2.03,0.96,-2.03,0.95
5,-2.00,-1.90,0.43,-1.90,0.54,-1.80,0.19,-1.90,0.54,-1.87,0.96,-1.88,0.97
5,-1.90,-1.80,0.52,-1.80,0.54,-1.90,0.27,-1.80,0.54,-1.83,0.96,-1.82,0.96
5,-1.80,-1.70,0.46,-1.70,0.54,-1.80,0.36,-1.70,0.54,-1.73,0.96,-1.73,0.95
5,-1.70,-1.60,0.40,-1.60,0.54,-1.60,0.22,-1.60,0.54,-1.60,1.00,-1.60,1.00
5,-1.60,-1.50,0.47,-1.50,0.54,-1.60,0.35,-1.50,0.54,-1.53,0.96,-1.53,0.95
5,-1.50,-1.40,0.48,-1.40,0.54,-1.40,0.27,-1.40,0.54,-1.40,1.00,-1.40,1.00
5,-1.40,-1.30,0.51,-1.30,0.54,-1.30,0.28,-1.30,0.54,-1.30,1.00,-1.30,1.00
5,-1.30,-1.20,0.36,-1.20,0.54,-1.30,0.27,-1.20,0.54,-1.23,0.96,-1.22,0.96
5,-1.20,-1.10,0.42,-1.10,0.54,-1.10,0.23,-1.10,0.54,-1.10,1.00,-1.10,1.00
5,-1.10,-1.00,0.49,-1.00,0.54,-1.10,0.18,-1.00,0.54,-1.03,0.96,-1.02,0.97
5,-1.00,-0.90,0.30,-0.90,0.54,-1.00,0.22,-0.90,0.54,-0.93,0.96,-0.92,0.96
5,-0.90,-0.80,0.44,-0.80,0.54,-0.70,0.18,-0.80,0.54,-0.77,0.96,-0.78,0.97
5,-0.80,-0.70,0.60,-0.70,0.54,-0.80,0.27,-0.70,0.60,-0.73,0.96,-0.72,0.96
5,-0.70,-0.60,0.41,-0.60,0.54,-0.60,0.22,-0.60,0.54,-0.60,1.00,-0.60,1.00
5,-0.60,-0.60,0.23,-0.50,0.54,-0.50,0.22,-0.50,0.54,-0.53,0.96,-0.52,0.97
5,-0.50,-0.40,0.55,-0.40,0.54,-0.50,0.35,-0.40,0.55,-0.43,0.96,-0.42,0.95
5,-0.40,-0.30,0.42,-0.30,0.55,-0.30,0.16,-0.30,0.55,-0.30,1.00,-0.30,1.00
5,-0.30,-0.20,0.41,-0.10,0.55,-0.20,0.18,-0.10,0.55,-0.17,0.96,-0.15,0.94
5,-0.20,0.00,0.17,-0.10,0.54,-0.20,0.22,-0.10,0.54,-0.10,0.93,-0.11,0.96
5,-0.10,0.00,0.73,0.00,0.55,0.00,0.28,0.00,0.73,0.00,1.00,0.00,1.00
5,-0.00,0.00,0.13,0.00,0.56,0.00,0.38,0.00,0.56,0.00,1.00,0.00,1.00
5,0.10,0.30,0.12,0.10,0.54,0.00,0.27,0.10,0.54,0.13,0.89,0.10,0.95
5,0.20,0.30,0.39,0.40,0.54,0.20,0.22,0.40,0.54,0.30,0.93,0.33,0.92
5,0.30,0.40,0.51,0.40,0.54,0.20,0.27,0.40,0.54,0.33,0.91,0.36,0.91
5,0.40,0.50,0.52,0.50,0.54,0.30,0.27,0.50,0.54,0.43,0.91,0.46,0.91
5,0.50,0.60,0.34,0.60,0.54,0.50,0.22,0.60,0.54,0.57,0.96,0.58,0.96
5,0.60,0.70,0.41,0.70,0.54,0.50,0.27,0.70,0.54,0.63,0.91,0.66,0.92
5,0.70,0.80,0.56,0.80,0.54,0.60,0.27,0.80,0.56,0.73,0.91,0.76,0.91
5,0.80,0.80,0.25,0.90,0.54,0.80,0.36,0.90,0.54,0.83,0.96,0.85,0.94
5,0.90,1.00,0.41,1.00,0.54,0.80,0.16,1.00,0.54,0.93,0.91,0.97,0.94
5,1.00,1.10,0.49,1.10,0.54,1.00,0.19,1.10,0.54,1.07,0.96,1.08,0.97
5,1.10,1.20,0.42,1.20,0.54,1.20,0.22,1.20,0.54,1.20,1.00,1.20,1.00
5,1.20,1.20,0.12,1.30,0.54,1.10,0.27,1.30,0.54,1.20,0.93,1.23,0.92
5,1.30,1.50,0.23,1.40,0.54,1.30,0.27,1.40,0.54,1.40,0.93,1.40,0.95
5,1.40,1.50,0.47,1.50,0.54,1.30,0.28,1.50,0.54,1.43,0.91,1.46,0.91
5,1.50,1.50,0.29,1.60,0.54,1.30,0.18,1.60,0.54,1.47,0.89,1.52,0.91
5,1.60,1.70,0.51,1.70,0.54,1.60,0.27,1.70,0.54,1.67,0.96,1.68,0.96
5,1.70,1.80,0.43,1.80,0.54,1.60,0.27,1.80,0.54,1.73,0.91,1.76,0.92
5,1.80,2.00,0.36,1.90,0.54,1.80,0.36,1.90,0.54,1.90,0.93,1.90,0.93
5,1.90,2.00,0.60,2.00,0.54,2.00,0.27,2.00,0.60,2.00,1.00,2.00,1.00
5,2.00,2.10,0.46,2.10,0.54,1.90,0.27,2.10,0.54,2.03,0.91,2.06,0.91
5,2.10,2.20,0.40,2.20,0.54,2.10,0.36,2.20,0.54,2.17,0.96,2.17,0.95
5,2.20,2.30,0.52,2.30,0.54,2.10,0.22,2.30,0.54,2.23,0.91,2.27,0.93
5,2.30,2.40,0.43,2.40,0.54,2.10,0.16,2.40,0.54,2.30,0.87,2.36,0.92
5,2.40,2.50,0.36,2.50,0.54,2.40,0.36,2.50,0.54,2.47,0.96,2.47,0.95
